snapshot_ts_utc,symbol,underlying_price,option_type,expiration,T_years,strike,delta,lastPrice,bid,ask,volume,openInterest,impliedVolatility,inTheMoney,contractSymbol,lastTradeDate,r,q,roe,moneyness,change,percentChange,contractSize,currency,tot_return,moneyness_bucket,low_premium_flag,far_tenor_flag
2026-02-18T03:30:49Z,NVDA,184.97000122070312,call,2026-02-18,0.0,120.0,,66.1,62.05,67.65,1.0,2.0,6.682618834228517,True,NVDA260218C00120000,2026-02-17 19:18:42+00:00,0.045,0.0,inf,0.6487538476945675,3.2799988,5.2212653,REGULAR,USD,inf,Deep ITM,False,False
2026-02-18T03:30:49Z,NVDA,184.97000122070312,call,2026-02-18,0.0,125.0,,58.84,57.05,62.65,8.0,7.0,6.185549143066406,True,NVDA260218C00125000,2026-02-13 17:08:06+00:00,0.045,0.0,inf,0.6757852580151745,0.0,0.0,REGULAR,USD,inf,Deep ITM,False,False
2026-02-18T03:30:49Z,NVDA,184.97000122070312,call,2026-02-18,0.0,130.0,,53.35,52.05,57.65,2.0,11.0,5.705080993652344,True,NVDA260218C00130000,2026-02-13 15:02:00+00:00,0.045,0.0,inf,0.7028166683357815,0.0,0.0,REGULAR,USD,inf,Deep ITM,False,False
2026-02-18T03:30:49Z,NVDA,184.97000122070312,call,2026-02-18,0.0,135.0,,51.05,47.45,52.65,6.0,43.0,2.61719095703125,True,NVDA260218C00135000,2026-02-17 19:58:16+00:00,0.045,0.0,inf,0.7298480786563885,3.75,7.9281187,REGULAR,USD,inf,Deep ITM,False,False
2026-02-18T03:30:49Z,NVDA,184.97000122070312,call,2026-02-18,0.0,137.0,,51.65,45.45,50.65,41.0,39.0,2.50781623046875,True,NVDA260218C00137000,2026-02-10 20:09:50+00:00,0.045,0.0,inf,0.7406606427846313,0.0,0.0,REGULAR,USD,inf,Deep ITM,False,False
2026-02-18T03:30:49Z,NVDA,184.97000122070312,call,2026-02-18,0.0,138.0,,53.9,44.45,49.65,1.0,94.0,2.4531288671875,True,NVDA260218C00138000,2026-02-11 14:37:55+00:00,0.045,0.0,inf,0.7460669248487526,0.0,0.0,REGULAR,USD,inf,Deep ITM,False,False
2026-02-18T03:30:49Z,NVDA,184.97000122070312,call,2026-02-18,0.0,139.0,,50.0,43.45,48.65,104.0,96.0,2.4062539843749997,True,NVDA260218C00139000,2026-02-10 19:47:39+00:00,0.045,0.0,inf,0.751473206912874,0.0,0.0,REGULAR,USD,inf,Deep ITM,False,False
2026-02-18T03:30:49Z,NVDA,184.97000122070312,call,2026-02-18,0.0,140.0,,44.45,42.45,47.65,2.0,7.0,2.3515666210937494,True,NVDA260218C00140000,2026-02-17 17:09:41+00:00,0.045,0.0,inf,0.7568794889769954,1.5699997,3.6613798,REGULAR,USD,inf,Deep ITM,False,False
2026-02-18T03:30:49Z,NVDA,184.97000122070312,call,2026-02-18,0.0,141.0,,49.4,41.45,46.65,43.0,35.0,2.2968792578125,True,NVDA260218C00141000,2026-02-10 17:45:03+00:00,0.045,0.0,inf,0.7622857710411168,0.0,0.0,REGULAR,USD,inf,Deep ITM,False,False
2026-02-18T03:30:49Z,NVDA,184.97000122070312,call,2026-02-18,0.0,142.0,,42.2,40.45,45.65,1.0,33.0,2.2421918945312496,True,NVDA260218C00142000,2026-02-17 16:41:32+00:00,0.045,0.0,inf,0.7676920531052382,-6.489998,-13.329221,REGULAR,USD,inf,Deep ITM,False,False
