snapshot_ts_utc,symbol,underlying_price,option_type,expiration,T_years,strike,delta,lastPrice,bid,ask,volume,openInterest,impliedVolatility,inTheMoney,contractSymbol,lastTradeDate,r,q,roe,moneyness,change,percentChange,contractSize,currency,moneyness_bucket,low_premium_flag
2026-02-17T23:05:10Z,NVDA,184.97000122070312,put,2026-02-18,0.00010429237208269913,149.0,-2.8896078765536966e-106,0.02,0.0,0.01,6.0,616.0,0.9687503125,False,NVDA260218P00149000,2026-02-17 15:08:39+00:00,0.045,0.0,1.0367550293773085,0.8055360275540879,-0.02,-50.0,REGULAR,USD,OTM,True
2026-02-17T23:05:10Z,NVDA,184.97000122070312,put,2026-02-18,0.00010429237208269913,150.0,-1.5035682262176198e-106,0.01,0.0,0.01,2418.0,3385.0,0.937500625,False,NVDA260218P00150000,2026-02-17 19:44:27+00:00,0.045,0.0,0.5183775146886542,0.8109423096182093,-0.02,-66.66667,REGULAR,USD,OTM,True
2026-02-17T23:05:10Z,NVDA,184.97000122070312,put,2026-02-18,0.00010429237208269913,152.5,-7.770833259039953e-104,0.01,0.0,0.01,491.0,321.0,0.87500125,False,NVDA260218P00152500,2026-02-17 20:52:27+00:00,0.045,0.0,0.5183775146886542,0.8244580147785129,-0.03,-75.0,REGULAR,USD,OTM,True
2026-02-17T23:05:10Z,NVDA,184.97000122070312,put,2026-02-18,0.00010429237208269913,155.0,-1.1472107495374084e-81,0.01,0.01,0.02,2132.0,1206.0,0.9062509375,False,NVDA260218P00155000,2026-02-17 20:59:59+00:00,0.045,0.0,0.5183775146886542,0.8379737199388163,-0.060000002,-85.71429,REGULAR,USD,OTM,True
2026-02-17T23:05:10Z,NVDA,184.97000122070312,put,2026-02-18,0.00010429237208269913,157.5,-6.460475282292525e-81,0.01,0.01,0.02,1856.0,1473.0,0.8281267187499999,False,NVDA260218P00157500,2026-02-17 20:54:30+00:00,0.045,0.0,0.5183775146886542,0.8514894250991198,-0.080000006,-88.88889,REGULAR,USD,OTM,True
2026-02-17T23:05:10Z,NVDA,184.97000122070312,put,2026-02-18,0.00010429237208269913,160.0,-1.1017532476519908e-78,0.01,0.01,0.02,2402.0,3051.0,0.7578149218750001,False,NVDA260218P00160000,2026-02-17 20:51:20+00:00,0.045,0.0,0.5183775146886542,0.8650051302594234,-0.11,-91.66667,REGULAR,USD,OTM,True
2026-02-17T23:05:10Z,NVDA,184.97000122070312,put,2026-02-18,0.00010429237208269913,162.5,-2.55989290345882e-76,0.02,0.01,0.02,4531.0,743.0,0.6875031250000001,False,NVDA260218P00162500,2026-02-17 20:37:32+00:00,0.045,0.0,1.0367550293773085,0.8785208354197268,-0.14,-87.5,REGULAR,USD,OTM,True
2026-02-17T23:05:10Z,NVDA,184.97000122070312,put,2026-02-18,0.00010429237208269913,165.0,-1.316124296707709e-75,0.02,0.01,0.02,18649.0,4947.0,0.6093789062500001,False,NVDA260218P00165000,2026-02-17 20:56:46+00:00,0.045,0.0,1.0367550293773085,0.8920365405800303,-0.2,-90.90909,REGULAR,USD,OTM,True
2026-02-17T23:05:10Z,NVDA,184.97000122070312,put,2026-02-18,0.00010429237208269913,167.5,-1.554782918264544e-64,0.03,0.02,0.03,4047.0,2887.0,0.5742230078125,False,NVDA260218P00167500,2026-02-17 20:56:46+00:00,0.045,0.0,1.5551325440659625,0.9055522457403338,-0.27,-90.0,REGULAR,USD,OTM,True
2026-02-17T23:05:10Z,NVDA,184.97000122070312,put,2026-02-18,0.00010429237208269913,170.0,-1.7830760533478585e-56,0.03,0.03,0.04,15910.0,5471.0,0.523442265625,False,NVDA260218P00170000,2026-02-17 20:59:53+00:00,0.045,0.0,1.5551325440659625,0.9190679509006373,-0.41,-93.181816,REGULAR,USD,OTM,True
